Index,Date,Team1,Team2,Team1_country,Team2_country,Map,Team1_Score,Team2_Score,Event
2436,26/5/21,Movistar Riders,AGO,Europe,Poland,Mirage,7,16,ESEA Premier Season 37 Europe
2437,26/5/21,AGO,Movistar Riders,Poland,Europe,Nuke,16,2,ESEA Premier Season 37 Europe
2438,26/5/21,Heroic,Astralis,Denmark,Denmark,Overpass,16,14,Flashpoint 3
2439,26/5/21,Astralis,Heroic,Denmark,Denmark,Nuke,12,16,Flashpoint 3
2440,26/5/21,Complexity,Anonymo,Europe,Poland,Nuke,16,8,Flashpoint 3
2441,26/5/21,Anonymo,Complexity,Poland,Europe,Mirage,10,16,Flashpoint 3
2442,26/5/21,Entropiq,K23,Russia,Kazakhstan,Dust2,16,10,EPIC League CIS 2021
2443,26/5/21,Entropiq,K23,Russia,Kazakhstan,Overpass,13,16,EPIC League CIS 2021
2444,26/5/21,K23,Entropiq,Kazakhstan,Russia,Vertigo,8,16,EPIC League CIS 2021
2445,26/5/21,AGO,Izako Boars,Poland,Poland,Train,16,12,Spring Sweet Spring 2
2446,26/5/21,Izako Boars,AGO,Poland,Poland,Dust2,2,16,Spring Sweet Spring 2
2447,26/5/21,Dignitas,SKADE,Sweden,Bulgaria,Dust2,16,12,Spring Sweet Spring 2
2448,26/5/21,SKADE,Dignitas,Bulgaria,Sweden,Vertigo,16,13,Spring Sweet Spring 2
2449,26/5/21,Dignitas,SKADE,Sweden,Bulgaria,Overpass,19,16,Spring Sweet Spring 2
2450,26/5/21,HAVU,Endpoint,Finland,United Kingdom,Overpass,16,13,Spring Sweet Spring 2
2451,26/5/21,HAVU,Endpoint,Finland,United Kingdom,Dust2,16,11,Spring Sweet Spring 2
2452,26/5/21,Copenhagen Flames,Entropiq,Denmark,Russia,Nuke,10,16,Spring Sweet Spring 2
2453,26/5/21,Entropiq,Copenhagen Flames,Russia,Denmark,Vertigo,14,16,Spring Sweet Spring 2
2454,26/5/21,Copenhagen Flames,Entropiq,Denmark,Russia,Mirage,14,16,Spring Sweet Spring 2
2455,26/5/21,Lyngby Vikings,GamerLegion,Denmark,Sweden,Nuke,11,16,Spring Sweet Spring 2
2456,26/5/21,GamerLegion,Lyngby Vikings,Sweden,Denmark,Vertigo,25,22,Spring Sweet Spring 2
2457,26/5/21,Lyngby Vikings,GamerLegion,Denmark,Sweden,Inferno,16,13,Spring Sweet Spring 2
2458,25/5/21,Sprout,Anonymo,Germany,Poland,Vertigo,19,16,Flashpoint 3
2459,25/5/21,Sprout,Anonymo,Germany,Poland,Nuke,19,22,Flashpoint 3
2460,25/5/21,Anonymo,Sprout,Poland,Germany,Inferno,13,16,Flashpoint 3
2461,25/5/21,DBL PONEY,BIG,France,Germany,Dust2,12,16,Flashpoint 3
2462,25/5/21,BIG,DBL PONEY,Germany,France,Nuke,8,16,Flashpoint 3
2463,25/5/21,DBL PONEY,BIG,France,Germany,Vertigo,9,16,Flashpoint 3
2464,25/5/21,Akuma,Natus Vincere,Ukraine,Russia,Dust2,16,10,EPIC League CIS 2021
2465,25/5/21,Natus Vincere,Akuma,Russia,Ukraine,Mirage,2,16,EPIC League CIS 2021
2466,25/5/21,Sinners,AGO,Czech Republic,Poland,Train,16,12,ESEA Premier Season 37 Europe
2467,25/5/21,AGO,Sinners,Poland,Czech Republic,Vertigo,9,16,ESEA Premier Season 37 Europe
2468,25/5/21,Izako Boars,1WIN,Poland,Russia,Nuke,4,16,Spring Sweet Spring 2
2469,25/5/21,1WIN,Izako Boars,Russia,Poland,Dust2,16,8,Spring Sweet Spring 2
2470,25/5/21,Endpoint,Fiend,United Kingdom,Bulgaria,Dust2,2,16,Spring Sweet Spring 2
2471,25/5/21,Endpoint,Fiend,United Kingdom,Bulgaria,Mirage,10,16,Spring Sweet Spring 2
2472,25/5/21,Fiend,Endpoint,Bulgaria,United Kingdom,Overpass,11,16,Spring Sweet Spring 2
2473,25/5/21,Young Ninjas,SKADE,Sweden,Bulgaria,Overpass,5,16,REPUBLEAGUE TIPOS Season 1
2474,25/5/21,SKADE,Young Ninjas,Bulgaria,Sweden,Mirage,16,1,REPUBLEAGUE TIPOS Season 1
2475,25/5/21,FunPlus Phoenix,Complexity,Europe,Europe,Vertigo,16,4,Flashpoint 3
2476,25/5/21,Complexity,FunPlus Phoenix,Europe,Europe,Inferno,6,16,Flashpoint 3
2477,25/5/21,Heroic,Vitality,Denmark,France,Overpass,16,9,Flashpoint 3
2478,25/5/21,Vitality,Heroic,France,Denmark,Nuke,11,16,Flashpoint 3
2479,25/5/21,forZe,Virtus.pro,Russia,CIS,Inferno,7,16,EPIC League CIS 2021
2480,25/5/21,Virtus.pro,forZe,CIS,Russia,Mirage,14,16,EPIC League CIS 2021
2481,25/5/21,forZe,Virtus.pro,Russia,CIS,Dust2,7,16,EPIC League CIS 2021
2482,25/5/21,Wisla Krakow,SKADE,Poland,Bulgaria,Mirage,16,9,Spring Sweet Spring 2
2483,25/5/21,SKADE,Wisla Krakow,Bulgaria,Poland,Dust2,16,11,Spring Sweet Spring 2
2484,25/5/21,SKADE,Wisla Krakow,Bulgaria,Poland,Train,9,16,Spring Sweet Spring 2
2485,25/5/21,Lyngby Vikings,Copenhagen Flames,Denmark,Denmark,Vertigo,6,16,Funspark ULTI 2021 Europe Regional Series 2
2486,25/5/21,Lyngby Vikings,Copenhagen Flames,Denmark,Denmark,Overpass,13,16,Funspark ULTI 2021 Europe Regional Series 2
2487,25/5/21,Copenhagen Flames,Lyngby Vikings,Denmark,Denmark,Mirage,13,16,Funspark ULTI 2021 Europe Regional Series 2
2488,25/5/21,Sinners,SAW,Czech Republic,Portugal,Inferno,4,16,REPUBLEAGUE TIPOS Season 1
2489,25/5/21,Sinners,SAW,Czech Republic,Portugal,Vertigo,16,8,REPUBLEAGUE TIPOS Season 1
2490,25/5/21,Sinners,SAW,Czech Republic,Portugal,Nuke,7,16,REPUBLEAGUE TIPOS Season 1
2491,25/5/21,Nordavind,Entropiq,Europe,Russia,Dust2,5,16,Spring Sweet Spring 2
2492,25/5/21,Nordavind,Entropiq,Europe,Russia,Overpass,13,16,Spring Sweet Spring 2
2493,25/5/21,Entropiq,Nordavind,Russia,Europe,Mirage,12,16,Spring Sweet Spring 2
2494,25/5/21,Lyngby Vikings,Copenhagen Flames,Denmark,Denmark,Nuke,14,16,Spring Sweet Spring 2
2495,25/5/21,Copenhagen Flames,Lyngby Vikings,Denmark,Denmark,Inferno,16,10,Spring Sweet Spring 2
2496,25/5/21,Lyngby Vikings,Copenhagen Flames,Denmark,Denmark,Overpass,16,12,Spring Sweet Spring 2
2497,25/5/21,HAVU,GamerLegion,Finland,Sweden,Vertigo,16,7,Spring Sweet Spring 2
2498,25/5/21,HAVU,GamerLegion,Finland,Sweden,Overpass,13,16,Spring Sweet Spring 2
2499,25/5/21,GamerLegion,HAVU,Sweden,Finland,Nuke,9,16,Spring Sweet Spring 2
2500,25/5/21,Liquid,EXTREMUM,United States,Oceania,Vertigo,16,12,cs_summit 8
2501,25/5/21,EXTREMUM,Liquid,Oceania,United States,Mirage,19,16,cs_summit 8
2502,25/5/21,Liquid,EXTREMUM,United States,Oceania,Inferno,16,7,cs_summit 8
2503,25/5/21,O PLANO,FURIA,Brazil,Brazil,Mirage,17,19,cs_summit 8
2504,25/5/21,O PLANO,FURIA,Brazil,Brazil,Nuke,12,16,cs_summit 8
2505,24/5/21,Entropiq,Gambit,Russia,Russia,Mirage,7,16,EPIC League CIS 2021
2506,24/5/21,Entropiq,Gambit,Russia,Russia,Vertigo,6,16,EPIC League CIS 2021
2507,24/5/21,Gambit,Entropiq,Russia,Russia,Dust2,7,16,EPIC League CIS 2021
2508,24/5/21,Endpoint,Lyngby Vikings,United Kingdom,Denmark,Overpass,19,16,Spring Sweet Spring 2
2509,24/5/21,Endpoint,Lyngby Vikings,United Kingdom,Denmark,Vertigo,16,7,Spring Sweet Spring 2
2510,24/5/21,Lyngby Vikings,Endpoint,Denmark,United Kingdom,Inferno,16,3,Spring Sweet Spring 2
2511,24/5/21,Dignitas,Sinners,Sweden,Czech Republic,Vertigo,16,8,Funspark ULTI 2021 Europe Regional Series 2
2512,24/5/21,Sinners,Dignitas,Czech Republic,Sweden,Nuke,14,16,Funspark ULTI 2021 Europe Regional Series 2
2513,24/5/21,forZe,Movistar Riders,Russia,Europe,Overpass,16,4,REPUBLEAGUE TIPOS Season 1
2514,24/5/21,Movistar Riders,forZe,Europe,Russia,Mirage,10,16,REPUBLEAGUE TIPOS Season 1
2515,24/5/21,Spirit,K23,Russia,Kazakhstan,Dust2,16,14,EPIC League CIS 2021
2516,24/5/21,Spirit,K23,Russia,Kazakhstan,Overpass,16,4,EPIC League CIS 2021
2517,24/5/21,Copenhagen Flames,Fiend,Denmark,Bulgaria,Mirage,6,16,Spring Sweet Spring 2
2518,24/5/21,Fiend,Copenhagen Flames,Bulgaria,Denmark,Overpass,16,11,Spring Sweet Spring 2
2519,24/5/21,AGO,GamerLegion,Poland,Sweden,Mirage,16,3,Spring Sweet Spring 2
2520,24/5/21,GamerLegion,AGO,Sweden,Poland,Train,20,22,Spring Sweet Spring 2
2521,24/5/21,Dignitas,Wisla Krakow,Sweden,Poland,Train,20,22,Spring Sweet Spring 2
2522,24/5/21,Wisla Krakow,Dignitas,Poland,Sweden,Nuke,16,14,Spring Sweet Spring 2
2523,24/5/21,1WIN,Nordavind,Russia,Europe,Dust2,16,10,Spring Sweet Spring 2
2524,24/5/21,Nordavind,1WIN,Europe,Russia,Overpass,12,16,Spring Sweet Spring 2
2525,24/5/21,1WIN,Nordavind,Russia,Europe,Mirage,14,16,Spring Sweet Spring 2
2526,24/5/21,Bad News Bears,EXTREMUM,United States,Oceania,Nuke,12,16,cs_summit 8
2527,24/5/21,EXTREMUM,Bad News Bears,Oceania,United States,Inferno,16,13,cs_summit 8
2528,24/5/21,Extra Salt,Triumph,North America,United States,Dust2,16,6,ESEA Premier Season 37 North America
2529,24/5/21,Triumph,Extra Salt,United States,North America,Overpass,12,16,ESEA Premier Season 37 North America
2530,24/5/21,Evil Geniuses,FURIA,North America,Brazil,Inferno,6,16,cs_summit 8
2531,24/5/21,FURIA,Evil Geniuses,Brazil,North America,Overpass,22,20,cs_summit 8
2532,23/5/21,NIP,G2,Sweden,Europe,Mirage,14,16,Flashpoint 3
2533,23/5/21,NIP,G2,Sweden,Europe,Inferno,17,19,Flashpoint 3
2534,23/5/21,G2,NIP,Europe,Sweden,Dust2,12,16,Flashpoint 3
2535,23/5/21,Gambit,Nemiga,Russia,Belarus,Inferno,16,11,EPIC League CIS 2021
2536,23/5/21,Nemiga,Gambit,Belarus,Russia,Vertigo,12,16,EPIC League CIS 2021
2537,23/5/21,Astralis,MOUZ,Denmark,Europe,Overpass,12,16,Flashpoint 3
2538,23/5/21,MOUZ,Astralis,Europe,Denmark,Nuke,19,17,Flashpoint 3
2539,23/5/21,Young Ninjas,DBL PONEY,Sweden,France,Nuke,16,12,BLAST Rising 2021
2540,23/5/21,DBL PONEY,Young Ninjas,France,Sweden,Inferno,13,16,BLAST Rising 2021
2541,23/5/21,Virtus.pro,ex-Marlian,CIS,Ukraine,Mirage,16,13,EPIC League CIS 2021
2542,23/5/21,ex-Marlian,Virtus.pro,Ukraine,CIS,Dust2,14,16,EPIC League CIS 2021
2543,23/5/21,K23,Trident,Kazakhstan,Russia,Train,16,2,EPIC League CIS 2021
2544,23/5/21,K23,Trident,Kazakhstan,Russia,Overpass,16,11,EPIC League CIS 2021
2545,23/5/21,Trident,K23,Russia,Kazakhstan,Inferno,16,5,EPIC League CIS 2021
2546,23/5/21,Extra Salt,Liquid,North America,United States,Inferno,16,14,cs_summit 8
2547,23/5/21,Extra Salt,Liquid,North America,United States,Vertigo,11,16,cs_summit 8
2548,23/5/21,Liquid,Extra Salt,United States,North America,Nuke,12,16,cs_summit 8
2549,23/5/21,paiN,O PLANO,Brazil,Brazil,Overpass,16,10,cs_summit 8
2550,23/5/21,O PLANO,paiN,Brazil,Brazil,Nuke,14,16,cs_summit 8
2551,22/5/21,Anonymo,DBL PONEY,Poland,France,Nuke,16,19,Flashpoint 3
2552,22/5/21,Anonymo,DBL PONEY,Poland,France,Inferno,8,16,Flashpoint 3
2553,22/5/21,DBL PONEY,Anonymo,France,Poland,Vertigo,9,16,Flashpoint 3
2554,22/5/21,Trident,GamerLegion,Russia,Sweden,Mirage,9,16,ESEA Spring 2021 Cash Cup 5 Europe
2555,22/5/21,GamerLegion,Trident,Sweden,Russia,Train,14,16,ESEA Spring 2021 Cash Cup 5 Europe
2556,22/5/21,Trident,GamerLegion,Russia,Sweden,Inferno,12,16,ESEA Spring 2021 Cash Cup 5 Europe
2557,22/5/21,Virtus.pro,Entropiq,CIS,Russia,Vertigo,14,16,EPIC League CIS 2021
2558,22/5/21,Entropiq,Virtus.pro,Russia,CIS,Mirage,16,13,EPIC League CIS 2021
2559,22/5/21,Sprout,BIG,Germany,Germany,Vertigo,17,19,Flashpoint 3
2560,22/5/21,Sprout,BIG,Germany,Germany,Dust2,19,17,Flashpoint 3
2561,22/5/21,BIG,Sprout,Germany,Germany,Train,16,8,Flashpoint 3
2562,22/5/21,Young Ninjas,Copenhagen Flames,Sweden,Denmark,Overpass,4,16,BLAST Rising 2021
2563,22/5/21,Copenhagen Flames,Young Ninjas,Denmark,Sweden,Inferno,12,16,BLAST Rising 2021
2564,22/5/21,Young Ninjas,Copenhagen Flames,Sweden,Denmark,Vertigo,4,16,BLAST Rising 2021
2565,22/5/21,1WIN,Marlian,Russia,Ukraine,Mirage,18,22,EPIC League CIS 2021
2566,22/5/21,Marlian,1WIN,Ukraine,Russia,Nuke,8,16,EPIC League CIS 2021
2567,22/5/21,1WIN,Marlian,Russia,Ukraine,Train,16,19,EPIC League CIS 2021
2568,22/5/21,Bad News Bears,Liquid,United States,United States,Overpass,12,16,cs_summit 8
2569,22/5/21,Bad News Bears,Liquid,United States,United States,Inferno,16,13,cs_summit 8
2570,22/5/21,Liquid,Bad News Bears,United States,United States,Mirage,16,9,cs_summit 8
2571,22/5/21,FURIA,O PLANO,Brazil,Brazil,Mirage,8,16,cs_summit 8
2572,22/5/21,O PLANO,FURIA,Brazil,Brazil,Vertigo,16,8,cs_summit 8
2573,21/5/21,Complexity,Heroic,Europe,Denmark,Nuke,8,16,Flashpoint 3
2574,21/5/21,Heroic,Complexity,Denmark,Europe,Mirage,22,18,Flashpoint 3
2575,21/5/21,Copenhagen Flames,LDLC,Denmark,France,Nuke,19,16,BLAST Rising 2021
2576,21/5/21,LDLC,Copenhagen Flames,France,Denmark,Vertigo,11,16,BLAST Rising 2021
2577,21/5/21,Vitality,FunPlus Phoenix,France,Europe,Vertigo,16,10,Flashpoint 3
2578,21/5/21,Vitality,FunPlus Phoenix,France,Europe,Inferno,16,12,Flashpoint 3
2579,21/5/21,Vitality,FunPlus Phoenix,France,Europe,Dust2,13,16,Flashpoint 3
2580,21/5/21,Natus Vincere,Gambit,Russia,Russia,Train,16,10,EPIC League CIS 2021
2581,21/5/21,Gambit,Natus Vincere,Russia,Russia,Dust2,14,16,EPIC League CIS 2021
2582,21/5/21,Sangal,Izako Boars,Turkey,Poland,Nuke,19,22,Spring Sweet Spring 2 Regionals
2583,21/5/21,Izako Boars,Sangal,Poland,Turkey,Dust2,16,7,Spring Sweet Spring 2 Regionals
2584,21/5/21,Akuma,K23,Ukraine,Kazakhstan,Dust2,16,13,EPIC League CIS 2021
2585,21/5/21,K23,Akuma,Kazakhstan,Ukraine,Vertigo,12,16,EPIC League CIS 2021
2586,21/5/21,Young Ninjas,SKADE,Sweden,Bulgaria,Overpass,16,10,BLAST Rising 2021
2587,21/5/21,SKADE,Young Ninjas,Bulgaria,Sweden,Mirage,9,16,BLAST Rising 2021
2588,21/5/21,Extra Salt,EXTREMUM,North America,Oceania,Vertigo,16,12,cs_summit 8
2589,21/5/21,EXTREMUM,Extra Salt,Oceania,North America,Nuke,13,16,cs_summit 8
2590,21/5/21,Evil Geniuses,paiN,North America,Brazil,Inferno,11,16,cs_summit 8
2591,21/5/21,Evil Geniuses,paiN,North America,Brazil,Vertigo,16,12,cs_summit 8
2592,21/5/21,paiN,Evil Geniuses,Brazil,North America,Nuke,16,11,cs_summit 8
2593,20/5/21,NIP,FunPlus Phoenix,Sweden,Europe,Inferno,19,17,Flashpoint 3
2594,20/5/21,FunPlus Phoenix,NIP,Europe,Sweden,Mirage,12,16,Flashpoint 3
2595,20/5/21,Nordavind,DBL PONEY,Europe,France,Dust2,14,16,BLAST Rising 2021
2596,20/5/21,DBL PONEY,Nordavind,France,Europe,Vertigo,16,8,BLAST Rising 2021
2597,20/5/21,Gambit,Trident,Russia,Russia,Inferno,16,5,EPIC League CIS 2021
2598,20/5/21,Trident,Gambit,Russia,Russia,Mirage,12,16,EPIC League CIS 2021
2599,20/5/21,Heroic,G2,Denmark,Europe,Mirage,7,16,Flashpoint 3
2600,20/5/21,G2,Heroic,Europe,Denmark,Nuke,14,16,Flashpoint 3
2601,20/5/21,Heroic,G2,Denmark,Europe,Inferno,11,16,Flashpoint 3
2602,20/5/21,forZe,SAW,Russia,Portugal,Inferno,11,16,REPUBLEAGUE TIPOS Season 1
2603,20/5/21,forZe,SAW,Russia,Portugal,Nuke,16,12,REPUBLEAGUE TIPOS Season 1
2604,20/5/21,forZe,SAW,Russia,Portugal,Dust2,12,16,REPUBLEAGUE TIPOS Season 1
2605,20/5/21,Wisla Krakow,Sangal,Poland,Turkey,Vertigo,25,22,Spring Sweet Spring 2 Regionals
2606,20/5/21,Wisla Krakow,Sangal,Poland,Turkey,Mirage,16,8,Spring Sweet Spring 2 Regionals
2607,20/5/21,Endpoint,SKADE,United Kingdom,Bulgaria,Train,13,16,REPUBLEAGUE TIPOS Season 1
2608,20/5/21,SKADE,Endpoint,Bulgaria,United Kingdom,Dust2,16,9,REPUBLEAGUE TIPOS Season 1
2609,19/5/21,AGO,SKADE,Poland,Bulgaria,Train,8,16,BLAST Rising 2021
2610,19/5/21,SKADE,AGO,Bulgaria,Poland,Dust2,16,13,BLAST Rising 2021
2611,19/5/21,BIG,MOUZ,Germany,Europe,Nuke,11,16,Flashpoint 3
2612,19/5/21,MOUZ,BIG,Europe,Germany,Mirage,16,5,Flashpoint 3
2613,19/5/21,Entropiq,Spirit,Russia,Russia,Dust2,8,16,EPIC League CIS 2021
2614,19/5/21,Spirit,Entropiq,Russia,Russia,Overpass,16,7,EPIC League CIS 2021
2615,19/5/21,DBL PONEY,Astralis,France,Denmark,Nuke,13,16,Flashpoint 3
2616,19/5/21,Astralis,DBL PONEY,Denmark,France,Vertigo,16,13,Flashpoint 3
2617,19/5/21,Nemiga,SAW,Belarus,Portugal,Nuke,7,16,ESEA Premier Season 37 Europe
2618,19/5/21,SAW,Nemiga,Portugal,Belarus,Inferno,16,5,ESEA Premier Season 37 Europe
2619,19/5/21,Wisla Krakow,1WIN,Poland,Russia,Nuke,21,25,Spring Sweet Spring 2 Regionals
2620,19/5/21,1WIN,Wisla Krakow,Russia,Poland,Train,16,8,Spring Sweet Spring 2 Regionals
2621,19/5/21,Sinners,Movistar Riders,Czech Republic,Europe,Mirage,16,13,REPUBLEAGUE TIPOS Season 1
2622,19/5/21,Movistar Riders,Sinners,Europe,Czech Republic,Vertigo,11,16,REPUBLEAGUE TIPOS Season 1
2623,19/5/21,Virtus.pro,forZe,CIS,Russia,Inferno,11,16,EPIC League CIS 2021
2624,19/5/21,Virtus.pro,forZe,CIS,Russia,Mirage,4,16,EPIC League CIS 2021
2625,19/5/21,forZe,Virtus.pro,Russia,CIS,Dust2,14,16,EPIC League CIS 2021
2626,19/5/21,HYENAS,Anonymo,Denmark,Poland,Mirage,14,16,Flashpoint 3
2627,19/5/21,HYENAS,Anonymo,Denmark,Poland,Overpass,16,9,Flashpoint 3
2628,19/5/21,HYENAS,Anonymo,Denmark,Poland,Nuke,14,16,Flashpoint 3
2629,19/5/21,Entropiq,Young Ninjas,Russia,Sweden,Mirage,11,16,REPUBLEAGUE TIPOS Season 1
2630,19/5/21,Young Ninjas,Entropiq,Sweden,Russia,Train,22,20,REPUBLEAGUE TIPOS Season 1
2631,19/5/21,Tricked,Copenhagen Flames,Denmark,Denmark,Nuke,11,16,BLAST Rising 2021
2632,19/5/21,Tricked,Copenhagen Flames,Denmark,Denmark,Dust2,16,14,BLAST Rising 2021
2633,19/5/21,Tricked,Copenhagen Flames,Denmark,Denmark,Inferno,11,16,BLAST Rising 2021
2634,19/5/21,1WIN,Akuma,Russia,Ukraine,Mirage,5,16,EPIC League CIS 2021
2635,19/5/21,Akuma,1WIN,Ukraine,Russia,Overpass,16,12,EPIC League CIS 2021
2636,19/5/21,GamerLegion,Izako Boars,Sweden,Poland,Inferno,16,5,Spring Sweet Spring 2 Regionals
2637,19/5/21,GamerLegion,Izako Boars,Sweden,Poland,Mirage,16,5,Spring Sweet Spring 2 Regionals
2638,18/5/21,NIP,Anonymo,Sweden,Poland,Mirage,16,14,Flashpoint 3
2639,18/5/21,K23,Nemiga,Kazakhstan,Belarus,Dust2,16,12,EPIC League CIS 2021
2640,18/5/21,K23,Nemiga,Kazakhstan,Belarus,Inferno,16,11,EPIC League CIS 2021
2641,18/5/21,LDLC,Wisla Krakow,France,Poland,Vertigo,11,16,ESEA Premier Season 37 Europe
2642,18/5/21,LDLC,Wisla Krakow,France,Poland,Train,5,16,ESEA Premier Season 37 Europe
2643,18/5/21,GamerLegion,Sangal,Sweden,Turkey,Mirage,6,16,ESEA Premier Season 37 Europe
2644,18/5/21,GamerLegion,Sangal,Sweden,Turkey,Inferno,8,16,ESEA Premier Season 37 Europe
2645,18/5/21,Sinners,Movistar Riders,Czech Republic,Europe,Nuke,16,11,ESEA Premier Season 37 Europe
2646,18/5/21,Sinners,Movistar Riders,Czech Republic,Europe,Inferno,16,13,ESEA Premier Season 37 Europe
2647,18/5/21,BIG,SAW,Germany,Portugal,Vertigo,14,16,ESEA Premier Season 37 Europe
2648,18/5/21,BIG,SAW,Germany,Portugal,Nuke,13,16,ESEA Premier Season 37 Europe
2649,18/5/21,AGO,Endpoint,Poland,United Kingdom,Inferno,16,11,ESEA Premier Season 37 Europe
2650,18/5/21,Movistar Riders,Sinners,Europe,Czech Republic,Vertigo,19,17,ESEA Premier Season 37 Europe
2651,18/5/21,BIG,SAW,Germany,Portugal,Dust2,16,8,ESEA Premier Season 37 Europe
2652,18/5/21,Endpoint,AGO,United Kingdom,Poland,Dust2,12,16,ESEA Premier Season 37 Europe
2653,18/5/21,Fiend,Izako Boars,Bulgaria,Poland,Train,16,4,Spring Sweet Spring 2 Regionals
2654,18/5/21,Izako Boars,Fiend,Poland,Bulgaria,Mirage,5,16,Spring Sweet Spring 2 Regionals
2655,18/5/21,Lyngby Vikings,Wisla Krakow,Denmark,Poland,Mirage,19,22,Spring Sweet Spring 2 Regionals
2656,18/5/21,Wisla Krakow,Lyngby Vikings,Poland,Denmark,Inferno,16,13,Spring Sweet Spring 2 Regionals
2657,18/5/21,Sangal,1WIN,Turkey,Russia,Dust2,14,16,Spring Sweet Spring 2 Regionals
2658,18/5/21,Sangal,1WIN,Turkey,Russia,Nuke,12,16,Spring Sweet Spring 2 Regionals
2659,17/5/21,Gambit,Spirit,Russia,Russia,Dust2,14,16,EPIC League CIS 2021
2660,17/5/21,Spirit,Gambit,Russia,Russia,Mirage,16,5,EPIC League CIS 2021
2661,17/5/21,Bad News Bears,paiN,United States,Brazil,Nuke,1,16,cs_summit 8 Closed Qualifier
2662,17/5/21,paiN,Bad News Bears,Brazil,United States,Mirage,16,12,cs_summit 8 Closed Qualifier
2663,17/5/21,O PLANO,Extra Salt,Brazil,North America,Nuke,9,16,cs_summit 8 Closed Qualifier
2664,17/5/21,Extra Salt,O PLANO,North America,Brazil,Inferno,16,10,cs_summit 8 Closed Qualifier
2665,16/5/21,forZe,Nemiga,Russia,Belarus,Dust2,16,13,EPIC League CIS 2021
2666,16/5/21,Nemiga,forZe,Belarus,Russia,Mirage,12,16,EPIC League CIS 2021
2667,16/5/21,forZe,Nemiga,Russia,Belarus,Overpass,12,16,EPIC League CIS 2021
2668,16/5/21,Sprout,FaZe,Germany,Europe,Train,16,10,Flashpoint 3
2669,16/5/21,FaZe,Sprout,Europe,Germany,Dust2,14,16,Flashpoint 3
2670,16/5/21,Sprout,FaZe,Germany,Europe,Mirage,10,16,Flashpoint 3
2671,16/5/21,Natus Vincere,Entropiq,Russia,Russia,Overpass,17,19,EPIC League CIS 2021
2672,16/5/21,Entropiq,Natus Vincere,Russia,Russia,Nuke,16,8,EPIC League CIS 2021
2673,16/5/21,Sangal,Apeks,Turkey,Sweden,Inferno,16,8,Elisa Invitational Summer 2021 Regionals
2674,16/5/21,Apeks,Sangal,Sweden,Turkey,Dust2,11,16,Elisa Invitational Summer 2021 Regionals
2675,15/5/21,Complexity,fnatic,Europe,Sweden,Inferno,16,10,Flashpoint 3
2676,15/5/21,fnatic,Complexity,Sweden,Europe,Mirage,12,16,Flashpoint 3
2677,15/5/21,Anonymo,AGO,Poland,Poland,Mirage,11,16,ESL Polish Championship Spring 2021
2678,15/5/21,AGO,Anonymo,Poland,Poland,Nuke,13,16,ESL Polish Championship Spring 2021
2679,15/5/21,Anonymo,AGO,Poland,Poland,Inferno,6,16,ESL Polish Championship Spring 2021
2680,15/5/21,Vitality,OG,France,Europe,Inferno,16,13,Flashpoint 3
2681,15/5/21,OG,Vitality,Europe,France,Dust2,7,16,Flashpoint 3
2682,15/5/21,Marlian,K23,Ukraine,Kazakhstan,Inferno,6,16,EPIC League CIS 2021
2683,15/5/21,K23,Marlian,Kazakhstan,Ukraine,Mirage,16,5,EPIC League CIS 2021
2684,15/5/21,Triumph,O PLANO,United States,Brazil,Train,7,16,cs_summit 8 Closed Qualifier
2685,15/5/21,Triumph,O PLANO,United States,Brazil,Dust2,13,16,cs_summit 8 Closed Qualifier
2686,15/5/21,O PLANO,Triumph,Brazil,United States,Nuke,13,16,cs_summit 8 Closed Qualifier
2687,14/5/21,1WIN,Nemiga,Russia,Belarus,Vertigo,10,16,EPIC League CIS 2021
2688,14/5/21,Nemiga,1WIN,Belarus,Russia,Dust2,13,16,EPIC League CIS 2021
2689,14/5/21,Nemiga,1WIN,Belarus,Russia,Nuke,19,16,EPIC League CIS 2021
2690,14/5/21,NIP,Anonymo,Sweden,Poland,Nuke,13,16,Flashpoint 3
2691,14/5/21,Anonymo,NIP,Poland,Sweden,Overpass,3,16,Flashpoint 3
2692,14/5/21,Akuma,Gambit,Ukraine,Russia,Vertigo,4,16,EPIC League CIS 2021
2693,14/5/21,Akuma,Gambit,Ukraine,Russia,Mirage,23,25,EPIC League CIS 2021
2694,14/5/21,Fiend,ENCE,Bulgaria,Europe,Train,6,16,LOOT.BET Season 9
2695,14/5/21,ENCE,Fiend,Europe,Bulgaria,Overpass,16,6,LOOT.BET Season 9
2696,13/5/21,K23,Virtus.pro,Kazakhstan,CIS,Dust2,10,16,EPIC League CIS 2021
2697,13/5/21,K23,Virtus.pro,Kazakhstan,CIS,Mirage,10,16,EPIC League CIS 2021
2698,13/5/21,ENCE,Dignitas,Europe,Sweden,Train,16,11,LOOT.BET Season 9
2699,13/5/21,Dignitas,ENCE,Sweden,Europe,Nuke,8,16,LOOT.BET Season 9
2700,13/5/21,Fiend,Entropiq,Bulgaria,Russia,Overpass,16,11,LOOT.BET Season 9
2701,13/5/21,Fiend,Entropiq,Bulgaria,Russia,Mirage,16,14,LOOT.BET Season 9
2702,13/5/21,Entropiq,Fiend,Russia,Bulgaria,Dust2,16,11,LOOT.BET Season 9
2703,13/5/21,Sprout,SKADE,Germany,Bulgaria,Mirage,8,16,REPUBLEAGUE TIPOS Season 1
