Date,Team,Won / Lost,Pistol Win,Round 2 Conversion,Round 2 Break
2021-09-25,FURIA,14 - 12,53.8%,64.3%,33.3%
2021-09-25,K23,10 - 12,45.5%,60.0%,16.7%
2021-09-25,AGO,21 - 27,43.8%,76.2%,33.3%
2021-09-25,Extra Salt,12 - 10,54.5%,66.7%,40.0%
2021-09-25,FaZe,22 - 18,55.0%,81.8%,16.7%
2021-09-25,BIG,19 - 23,45.2%,68.4%,43.5%
2021-09-25,fnatic,17 - 17,50.0%,64.7%,29.4%
2021-09-25,Entropiq,11 - 21,34.4%,72.7%,42.9%
2021-09-25,Evil Geniuses,8 - 22,26.7%,62.5%,9.1%
2021-09-24,Virtus.pro,15 - 11,57.7%,73.3%,18.2%
2021-09-24,Natus Vincere,27 - 19,58.7%,77.8%,31.6%
2021-09-24,Gambit,11 - 11,50.0%,63.6%,18.2%
2021-09-24,MOUZ,16 - 14,53.3%,68.8%,28.6%
2021-09-24,Liquid,23 - 23,50.0%,65.2%,17.4%
2021-09-24,Vitality,22 - 18,55.0%,81.8%,33.3%
2021-09-24,Sinners,25 - 19,56.8%,64.0%,21.1%
2021-09-24,Copenhagen Flames,25 - 17,59.5%,76.0%,35.3%
2021-09-24,SKADE,34 - 36,48.6%,73.5%,11.1%
2021-09-24,Fiend,15 - 29,34.1%,66.7%,31.0%
2021-09-24,OG,12 - 14,46.2%,91.7%,14.3%
2021-09-24,NIP,23 - 23,50.0%,82.6%,26.1%
2021-09-24,1WIN,23 - 13,63.9%,65.2%,46.2%
2021-09-24,DBL PONEY,10 - 12,45.5%,80.0%,8.3%
2021-09-24,FURIA,14 - 12,53.8%,64.3%,33.3%
2021-09-24,Lyngby Vikings,22 - 10,68.8%,72.7%,50.0%
2021-09-24,AGO,21 - 27,43.8%,76.2%,33.3%
2021-09-24,K23,14 - 14,50.0%,71.4%,14.3%
2021-09-24,BIG,19 - 23,45.2%,68.4%,43.5%
2021-09-24,Entropiq,12 - 26,31.6%,75.0%,34.6%
2021-09-24,fnatic,17 - 17,50.0%,64.7%,29.4%
2021-09-24,FaZe,19 - 15,55.9%,78.9%,20.0%
2021-09-24,Evil Geniuses,8 - 22,26.7%,62.5%,9.1%
2021-09-23,Virtus.pro,17 - 13,56.7%,76.5%,15.4%
2021-09-23,Natus Vincere,23 - 17,57.5%,73.9%,35.3%
2021-09-23,Gambit,11 - 11,50.0%,63.6%,18.2%
2021-09-23,MOUZ,16 - 14,53.3%,68.8%,28.6%
2021-09-23,Liquid,23 - 23,50.0%,65.2%,17.4%
2021-09-23,Vitality,22 - 18,55.0%,81.8%,33.3%
2021-09-23,OG,14 - 12,53.8%,92.9%,16.7%
2021-09-23,Copenhagen Flames,25 - 17,59.5%,76.0%,35.3%
2021-09-23,SKADE,34 - 36,48.6%,73.5%,11.1%
2021-09-23,Fiend,15 - 29,34.1%,66.7%,31.0%
2021-09-23,NIP,23 - 23,50.0%,82.6%,26.1%
2021-09-23,Sinners,27 - 21,56.2%,66.7%,19.0%
2021-09-23,1WIN,23 - 13,63.9%,65.2%,46.2%
2021-09-23,DBL PONEY,10 - 12,45.5%,80.0%,8.3%
2021-09-23,AGO,24 - 28,46.2%,79.2%,35.7%
2021-09-23,K23,12 - 12,50.0%,75.0%,16.7%
2021-09-23,FURIA,14 - 12,53.8%,64.3%,33.3%
2021-09-23,Complexity,11 - 11,50.0%,72.7%,36.4%
2021-09-23,FaZe,17 - 13,56.7%,82.4%,23.1%
2021-09-23,BIG,19 - 23,45.2%,68.4%,43.5%
2021-09-23,Entropiq,12 - 26,31.6%,75.0%,34.6%
2021-09-23,Lyngby Vikings,20 - 8,71.4%,70.0%,50.0%
2021-09-23,fnatic,17 - 17,50.0%,64.7%,29.4%
2021-09-23,G2,11 - 15,42.3%,72.7%,26.7%
2021-09-23,Evil Geniuses,8 - 22,26.7%,62.5%,9.1%
2021-09-22,Virtus.pro,17 - 13,56.7%,76.5%,15.4%
2021-09-22,Natus Vincere,23 - 17,57.5%,73.9%,35.3%
2021-09-22,Gambit,11 - 11,50.0%,63.6%,18.2%
2021-09-22,MOUZ,16 - 14,53.3%,68.8%,28.6%
2021-09-22,Liquid,23 - 23,50.0%,65.2%,17.4%
2021-09-22,Vitality,22 - 18,55.0%,81.8%,33.3%
2021-09-22,OG,14 - 12,53.8%,92.9%,16.7%
2021-09-22,Copenhagen Flames,25 - 17,59.5%,76.0%,35.3%
2021-09-22,SKADE,34 - 36,48.6%,73.5%,11.1%
2021-09-22,Fiend,15 - 29,34.1%,66.7%,31.0%
2021-09-22,Sinners,25 - 17,59.5%,68.0%,17.6%
2021-09-22,NIP,23 - 23,50.0%,82.6%,26.1%
2021-09-22,DBL PONEY,10 - 12,45.5%,80.0%,8.3%
2021-09-22,AGO,24 - 28,46.2%,79.2%,35.7%
2021-09-22,1WIN,19 - 11,63.3%,63.2%,45.5%
2021-09-22,K23,12 - 12,50.0%,75.0%,16.7%
2021-09-22,FURIA,14 - 12,53.8%,64.3%,33.3%
2021-09-22,Complexity,11 - 11,50.0%,72.7%,36.4%
2021-09-22,FaZe,17 - 13,56.7%,82.4%,23.1%
2021-09-22,BIG,19 - 23,45.2%,68.4%,43.5%
2021-09-22,Entropiq,12 - 26,31.6%,75.0%,34.6%
2021-09-22,Lyngby Vikings,20 - 8,71.4%,70.0%,50.0%
2021-09-22,fnatic,17 - 17,50.0%,64.7%,29.4%
2021-09-22,G2,11 - 15,42.3%,72.7%,26.7%
2021-09-22,Evil Geniuses,8 - 22,26.7%,62.5%,9.1%
2021-09-21,Virtus.pro,20 - 16,55.6%,75.0%,12.5%
2021-09-21,Natus Vincere,23 - 17,57.5%,73.9%,35.3%
2021-09-21,Gambit,11 - 11,50.0%,63.6%,18.2%
2021-09-21,MOUZ,16 - 14,53.3%,68.8%,28.6%
2021-09-21,forZe,13 - 13,50.0%,92.3%,15.4%
2021-09-21,Liquid,23 - 23,50.0%,65.2%,17.4%
2021-09-21,OG,17 - 13,56.7%,88.2%,15.4%
2021-09-21,Vitality,22 - 18,55.0%,81.8%,33.3%
2021-09-21,SKADE,32 - 32,50.0%,71.9%,12.5%
2021-09-21,Fiend,12 - 26,31.6%,58.3%,34.6%
2021-09-21,Copenhagen Flames,25 - 17,59.5%,76.0%,35.3%
2021-09-21,Entropiq,13 - 23,36.1%,84.6%,30.4%
2021-09-21,Complexity,12 - 14,46.2%,75.0%,35.7%
2021-09-21,Lyngby Vikings,19 - 5,79.2%,73.7%,40.0%
2021-09-21,AGO,24 - 28,46.2%,79.2%,35.7%
2021-09-21,Astralis,11 - 9,55.0%,90.9%,33.3%
2021-09-21,NIP,20 - 20,50.0%,95.0%,20.0%
2021-09-21,FURIA,14 - 12,53.8%,64.3%,33.3%
2021-09-21,Endpoint,10 - 10,50.0%,50.0%,0.0%
2021-09-21,Sinners,25 - 17,59.5%,72.0%,11.8%
2021-09-21,BIG,13 - 19,40.6%,76.9%,31.6%
2021-09-21,FaZe,17 - 13,56.7%,82.4%,23.1%
2021-09-21,1WIN,15 - 9,62.5%,66.7%,44.4%
2021-09-21,fnatic,17 - 17,50.0%,64.7%,29.4%
2021-09-21,K23,13 - 15,46.4%,76.9%,13.3%
2021-09-21,G2,11 - 15,42.3%,81.8%,26.7%
2021-09-21,Evil Geniuses,8 - 22,26.7%,62.5%,9.1%
2021-09-20,Natus Vincere,23 - 17,57.5%,73.9%,35.3%
2021-09-20,Gambit,11 - 11,50.0%,63.6%,18.2%
2021-09-20,OG,21 - 13,61.8%,85.7%,15.4%
2021-09-20,Virtus.pro,20 - 20,50.0%,75.0%,15.0%
2021-09-20,MOUZ,16 - 14,53.3%,68.8%,28.6%
2021-09-20,Liquid,23 - 23,50.0%,65.2%,17.4%
2021-09-20,forZe,16 - 16,50.0%,93.8%,12.5%
2021-09-20,Copenhagen Flames,27 - 19,58.7%,77.8%,31.6%
2021-09-20,Vitality,22 - 18,55.0%,81.8%,33.3%
2021-09-20,SKADE,32 - 32,50.0%,71.9%,12.5%
2021-09-20,Entropiq,13 - 23,36.1%,84.6%,30.4%
2021-09-20,Fiend,11 - 23,32.4%,54.5%,39.1%
2021-09-20,Complexity,15 - 17,46.9%,80.0%,29.4%
2021-09-20,Lyngby Vikings,19 - 5,79.2%,73.7%,40.0%
2021-09-20,AGO,24 - 28,46.2%,79.2%,35.7%
2021-09-20,FURIA,12 - 8,60.0%,66.7%,37.5%
2021-09-20,NIP,19 - 15,55.9%,94.7%,20.0%
2021-09-20,Astralis,11 - 9,55.0%,90.9%,33.3%
2021-09-20,Endpoint,10 - 10,50.0%,50.0%,0.0%
2021-09-20,Sinners,23 - 19,54.8%,73.9%,15.8%
2021-09-20,BIG,13 - 19,40.6%,76.9%,31.6%
2021-09-20,FaZe,17 - 13,56.7%,82.4%,23.1%
2021-09-20,1WIN,17 - 11,60.7%,70.6%,36.4%
2021-09-20,fnatic,17 - 17,50.0%,64.7%,29.4%
2021-09-20,K23,13 - 15,46.4%,76.9%,13.3%
2021-09-20,G2,10 - 16,38.5%,70.0%,25.0%
2021-09-20,Evil Geniuses,8 - 22,26.7%,62.5%,9.1%
2021-09-19,Natus Vincere,23 - 17,57.5%,73.9%,35.3%
2021-09-19,Gambit,11 - 11,50.0%,63.6%,18.2%
2021-09-19,OG,21 - 13,61.8%,85.7%,15.4%
2021-09-19,Virtus.pro,20 - 20,50.0%,75.0%,15.0%
2021-09-19,MOUZ,16 - 14,53.3%,68.8%,28.6%
2021-09-19,Liquid,23 - 23,50.0%,65.2%,17.4%
2021-09-19,forZe,16 - 16,50.0%,93.8%,12.5%
2021-09-19,Copenhagen Flames,27 - 19,58.7%,77.8%,31.6%
2021-09-19,SKADE,32 - 32,50.0%,71.9%,12.5%
2021-09-19,Vitality,25 - 21,54.3%,84.0%,38.1%
2021-09-19,Entropiq,13 - 23,36.1%,84.6%,30.4%
2021-09-19,Fiend,11 - 23,32.4%,54.5%,39.1%
2021-09-19,Complexity,15 - 17,46.9%,80.0%,29.4%
2021-09-19,Lyngby Vikings,19 - 5,79.2%,73.7%,40.0%
2021-09-19,BIG,12 - 16,42.9%,75.0%,37.5%
2021-09-19,AGO,24 - 28,46.2%,79.2%,35.7%
2021-09-19,FURIA,12 - 8,60.0%,66.7%,37.5%
2021-09-19,Endpoint,10 - 10,50.0%,50.0%,0.0%
2021-09-19,Sinners,23 - 19,54.8%,73.9%,15.8%
2021-09-19,FaZe,17 - 13,56.7%,82.4%,23.1%
2021-09-19,1WIN,17 - 11,60.7%,70.6%,36.4%
2021-09-19,NIP,16 - 14,53.3%,93.8%,21.4%
2021-09-19,fnatic,17 - 17,50.0%,64.7%,29.4%
2021-09-19,Astralis,13 - 11,54.2%,84.6%,27.3%
2021-09-19,K23,13 - 15,46.4%,76.9%,13.3%
2021-09-19,G2,10 - 16,38.5%,70.0%,25.0%
2021-09-19,Evil Geniuses,8 - 22,26.7%,62.5%,9.1%
2021-09-18,Natus Vincere,23 - 17,57.5%,73.9%,35.3%
2021-09-18,Gambit,11 - 11,50.0%,63.6%,18.2%
2021-09-18,OG,21 - 13,61.8%,85.7%,15.4%
2021-09-18,Virtus.pro,20 - 20,50.0%,75.0%,15.0%
2021-09-18,MOUZ,16 - 14,53.3%,68.8%,28.6%
2021-09-18,Liquid,23 - 23,50.0%,65.2%,17.4%
2021-09-18,Vitality,27 - 23,54.0%,81.5%,34.8%
2021-09-18,Heroic,9 - 13,40.9%,66.7%,30.8%
2021-09-18,forZe,16 - 16,50.0%,93.8%,12.5%
2021-09-18,Copenhagen Flames,27 - 19,58.7%,77.8%,31.6%
2021-09-18,SKADE,32 - 32,50.0%,71.9%,12.5%
2021-09-18,Entropiq,13 - 23,36.1%,84.6%,30.4%
2021-09-18,Fiend,11 - 23,32.4%,54.5%,39.1%
2021-09-18,Complexity,15 - 17,46.9%,80.0%,29.4%
2021-09-18,BIG,12 - 16,42.9%,75.0%,37.5%
2021-09-18,ENCE,9 - 11,45.0%,88.9%,9.1%
2021-09-18,AGO,24 - 28,46.2%,79.2%,35.7%
2021-09-18,FURIA,12 - 8,60.0%,66.7%,37.5%
2021-09-18,Lyngby Vikings,16 - 4,80.0%,68.8%,50.0%
2021-09-18,Sinners,23 - 19,54.8%,73.9%,15.8%
2021-09-18,FaZe,17 - 13,56.7%,82.4%,23.1%
2021-09-18,1WIN,17 - 11,60.7%,70.6%,36.4%
2021-09-18,NIP,16 - 14,53.3%,93.8%,21.4%
2021-09-18,fnatic,17 - 17,50.0%,64.7%,29.4%
2021-09-18,K23,13 - 15,46.4%,76.9%,13.3%
2021-09-18,Astralis,15 - 13,53.6%,86.7%,30.8%
2021-09-18,G2,10 - 16,38.5%,70.0%,25.0%
2021-09-18,Evil Geniuses,8 - 22,26.7%,62.5%,9.1%
2021-09-17,Natus Vincere,23 - 17,57.5%,73.9%,35.3%
2021-09-17,Gambit,11 - 11,50.0%,63.6%,18.2%
2021-09-17,OG,21 - 13,61.8%,85.7%,15.4%
2021-09-17,Virtus.pro,20 - 20,50.0%,75.0%,15.0%
2021-09-17,Liquid,20 - 20,50.0%,65.0%,20.0%
2021-09-17,MOUZ,16 - 14,53.3%,68.8%,28.6%
2021-09-17,Heroic,11 - 17,39.3%,63.6%,29.4%
2021-09-17,forZe,16 - 16,50.0%,93.8%,12.5%
2021-09-17,ENCE,10 - 14,41.7%,90.0%,14.3%
2021-09-17,Copenhagen Flames,27 - 19,58.7%,77.8%,31.6%
2021-09-17,SKADE,32 - 32,50.0%,71.9%,12.5%
2021-09-17,Vitality,28 - 22,56.0%,85.7%,40.9%
2021-09-17,Entropiq,13 - 23,36.1%,84.6%,30.4%
2021-09-17,Fiend,11 - 23,32.4%,54.5%,39.1%
2021-09-17,Complexity,15 - 17,46.9%,80.0%,29.4%
2021-09-17,BIG,12 - 16,42.9%,75.0%,37.5%
2021-09-17,AGO,24 - 28,46.2%,79.2%,35.7%
2021-09-17,FURIA,12 - 8,60.0%,66.7%,37.5%
2021-09-17,Lyngby Vikings,16 - 4,80.0%,68.8%,50.0%
2021-09-17,Sinners,23 - 19,54.8%,73.9%,15.8%
2021-09-17,FaZe,17 - 13,56.7%,82.4%,23.1%
2021-09-17,1WIN,17 - 11,60.7%,70.6%,36.4%
2021-09-17,NIP,16 - 14,53.3%,93.8%,21.4%
2021-09-17,fnatic,17 - 17,50.0%,64.7%,29.4%
2021-09-17,Spirit,12 - 10,54.5%,66.7%,10.0%
2021-09-17,K23,13 - 15,46.4%,76.9%,13.3%
2021-09-17,G2,10 - 16,38.5%,70.0%,25.0%
2021-09-17,Evil Geniuses,8 - 22,26.7%,62.5%,9.1%
2021-09-16,Natus Vincere,23 - 17,57.5%,73.9%,35.3%
2021-09-16,Gambit,11 - 11,50.0%,63.6%,18.2%
2021-09-16,OG,21 - 13,61.8%,85.7%,15.4%
2021-09-16,Heroic,14 - 18,43.8%,64.3%,33.3%
2021-09-16,Virtus.pro,20 - 20,50.0%,75.0%,15.0%
2021-09-16,MOUZ,16 - 14,53.3%,68.8%,28.6%
2021-09-16,ENCE,13 - 15,46.4%,84.6%,13.3%
2021-09-16,Liquid,16 - 20,44.4%,62.5%,20.0%
2021-09-16,forZe,16 - 16,50.0%,93.8%,12.5%
2021-09-16,Copenhagen Flames,24 - 16,60.0%,75.0%,31.2%
2021-09-16,SKADE,31 - 33,48.4%,74.2%,18.2%
2021-09-16,Vitality,25 - 21,54.3%,84.0%,38.1%
2021-09-16,Entropiq,13 - 23,36.1%,84.6%,30.4%
2021-09-16,Endpoint,13 - 9,59.1%,46.2%,0.0%
2021-09-16,Fiend,11 - 23,32.4%,54.5%,39.1%
2021-09-16,Complexity,15 - 17,46.9%,80.0%,29.4%
2021-09-16,BIG,12 - 16,42.9%,75.0%,37.5%
2021-09-16,AGO,24 - 28,46.2%,79.2%,35.7%
2021-09-16,FURIA,12 - 8,60.0%,66.7%,37.5%
2021-09-16,Lyngby Vikings,16 - 4,80.0%,68.8%,50.0%
2021-09-16,Sinners,23 - 19,54.8%,73.9%,15.8%
2021-09-16,FaZe,17 - 13,56.7%,82.4%,23.1%
2021-09-16,1WIN,17 - 11,60.7%,70.6%,36.4%
2021-09-16,NIP,16 - 14,53.3%,93.8%,21.4%
2021-09-16,fnatic,17 - 17,50.0%,64.7%,29.4%
2021-09-16,K23,13 - 15,46.4%,76.9%,13.3%
2021-09-16,Spirit,13 - 13,50.0%,61.5%,15.4%
2021-09-16,G2,10 - 16,38.5%,70.0%,25.0%
2021-09-16,Evil Geniuses,8 - 18,30.8%,62.5%,5.6%
2021-09-15,Natus Vincere,23 - 17,57.5%,73.9%,35.3%
2021-09-15,Gambit,11 - 11,50.0%,63.6%,18.2%
2021-09-15,OG,21 - 13,61.8%,85.7%,15.4%
2021-09-15,Heroic,14 - 18,43.8%,64.3%,33.3%
2021-09-15,Virtus.pro,20 - 20,50.0%,75.0%,15.0%
2021-09-15,MOUZ,16 - 14,53.3%,68.8%,28.6%
2021-09-15,Liquid,14 - 16,46.7%,57.1%,25.0%
2021-09-15,forZe,16 - 16,50.0%,93.8%,12.5%
2021-09-15,Copenhagen Flames,24 - 16,60.0%,75.0%,31.2%
2021-09-15,SKADE,31 - 33,48.4%,74.2%,18.2%
2021-09-15,ENCE,13 - 19,40.6%,84.6%,15.8%
2021-09-15,Vitality,25 - 19,56.8%,80.0%,42.1%
2021-09-15,Entropiq,13 - 23,36.1%,84.6%,30.4%
2021-09-15,Endpoint,13 - 9,59.1%,46.2%,0.0%
2021-09-15,Complexity,15 - 17,46.9%,80.0%,29.4%
2021-09-15,BIG,12 - 16,42.9%,75.0%,37.5%
2021-09-15,Fiend,9 - 21,30.0%,55.6%,33.3%
2021-09-15,AGO,24 - 28,46.2%,79.2%,35.7%
2021-09-15,FURIA,12 - 8,60.0%,66.7%,37.5%
2021-09-15,Sinners,23 - 19,54.8%,73.9%,15.8%
2021-09-15,FaZe,17 - 13,56.7%,82.4%,23.1%
2021-09-15,1WIN,17 - 11,60.7%,70.6%,36.4%
2021-09-15,NIP,16 - 14,53.3%,93.8%,21.4%
2021-09-15,fnatic,17 - 17,50.0%,64.7%,29.4%
2021-09-15,K23,13 - 15,46.4%,76.9%,13.3%
2021-09-15,Spirit,15 - 17,46.9%,66.7%,23.5%
2021-09-15,G2,10 - 16,38.5%,70.0%,25.0%
2021-09-15,Evil Geniuses,8 - 14,36.4%,62.5%,7.1%
2021-09-14,Natus Vincere,23 - 17,57.5%,73.9%,35.3%
2021-09-14,Gambit,11 - 11,50.0%,63.6%,18.2%
2021-09-14,OG,21 - 13,61.8%,85.7%,15.4%
2021-09-14,Heroic,14 - 18,43.8%,64.3%,33.3%
2021-09-14,Virtus.pro,20 - 20,50.0%,75.0%,15.0%
2021-09-14,MOUZ,16 - 14,53.3%,68.8%,28.6%
2021-09-14,Liquid,14 - 16,46.7%,57.1%,25.0%
2021-09-14,forZe,16 - 16,50.0%,93.8%,12.5%
2021-09-14,SKADE,31 - 33,48.4%,74.2%,18.2%
2021-09-14,Copenhagen Flames,20 - 14,58.8%,75.0%,21.4%
2021-09-14,ENCE,13 - 19,40.6%,84.6%,15.8%
2021-09-14,Vitality,25 - 19,56.8%,80.0%,42.1%
2021-09-14,Entropiq,13 - 23,36.1%,84.6%,30.4%
2021-09-14,Endpoint,13 - 9,59.1%,46.2%,0.0%
2021-09-14,Complexity,15 - 17,46.9%,80.0%,29.4%
2021-09-14,Fiend,7 - 17,29.2%,71.4%,35.3%
2021-09-14,AGO,20 - 26,43.5%,85.0%,38.5%
2021-09-14,BIG,12 - 16,42.9%,75.0%,37.5%
2021-09-14,FURIA,12 - 8,60.0%,66.7%,37.5%
2021-09-14,Sinners,23 - 19,54.8%,73.9%,15.8%
2021-09-14,FaZe,17 - 13,56.7%,82.4%,23.1%
2021-09-14,1WIN,17 - 11,60.7%,70.6%,36.4%
2021-09-14,NIP,16 - 14,53.3%,93.8%,21.4%
2021-09-14,fnatic,17 - 17,50.0%,64.7%,29.4%
2021-09-14,K23,13 - 15,46.4%,76.9%,13.3%
2021-09-14,Spirit,15 - 17,46.9%,66.7%,23.5%
2021-09-14,G2,10 - 16,38.5%,70.0%,25.0%
2021-09-14,Evil Geniuses,8 - 14,36.4%,62.5%,7.1%
2021-09-13,Natus Vincere,23 - 17,57.5%,73.9%,35.3%
2021-09-13,Gambit,11 - 11,50.0%,63.6%,18.2%
2021-09-13,OG,21 - 13,61.8%,85.7%,15.4%
2021-09-13,Heroic,14 - 18,43.8%,64.3%,33.3%
2021-09-13,Virtus.pro,20 - 20,50.0%,75.0%,15.0%
2021-09-13,MOUZ,16 - 14,53.3%,68.8%,28.6%
2021-09-13,Liquid,14 - 16,46.7%,57.1%,25.0%
2021-09-13,forZe,16 - 16,50.0%,93.8%,12.5%
2021-09-13,SKADE,31 - 33,48.4%,74.2%,18.2%
2021-09-13,Entropiq,13 - 19,40.6%,84.6%,26.3%
2021-09-13,Copenhagen Flames,20 - 14,58.8%,75.0%,21.4%
2021-09-13,ENCE,13 - 19,40.6%,84.6%,15.8%
2021-09-13,Vitality,25 - 19,56.8%,80.0%,42.1%
2021-09-13,Endpoint,13 - 9,59.1%,46.2%,0.0%
2021-09-13,Complexity,15 - 17,46.9%,80.0%,29.4%
2021-09-13,Fiend,7 - 17,29.2%,71.4%,35.3%
2021-09-13,AGO,20 - 26,43.5%,85.0%,38.5%
2021-09-13,BIG,12 - 16,42.9%,75.0%,37.5%
2021-09-13,FURIA,12 - 8,60.0%,66.7%,37.5%
2021-09-13,Sinners,19 - 17,52.8%,73.7%,11.8%
2021-09-13,FaZe,17 - 13,56.7%,82.4%,23.1%
2021-09-13,1WIN,17 - 11,60.7%,70.6%,36.4%
2021-09-13,NIP,16 - 14,53.3%,93.8%,21.4%
2021-09-13,fnatic,15 - 13,53.6%,66.7%,30.8%
2021-09-13,K23,13 - 15,46.4%,76.9%,13.3%
2021-09-13,Spirit,15 - 17,46.9%,66.7%,23.5%
2021-09-13,G2,10 - 16,38.5%,70.0%,25.0%
2021-09-13,Evil Geniuses,8 - 14,36.4%,62.5%,7.1%
2021-09-12,Natus Vincere,23 - 17,57.5%,73.9%,35.3%
2021-09-12,Gambit,11 - 11,50.0%,63.6%,18.2%
2021-09-12,OG,21 - 13,61.8%,85.7%,15.4%
2021-09-12,Heroic,14 - 18,43.8%,64.3%,33.3%
2021-09-12,Virtus.pro,20 - 20,50.0%,75.0%,15.0%
2021-09-12,MOUZ,16 - 14,53.3%,68.8%,28.6%
2021-09-12,Liquid,14 - 16,46.7%,57.1%,25.0%
2021-09-12,forZe,16 - 16,50.0%,93.8%,12.5%
2021-09-12,SKADE,31 - 33,48.4%,74.2%,18.2%
2021-09-12,Entropiq,13 - 19,40.6%,84.6%,26.3%
2021-09-12,Copenhagen Flames,20 - 14,58.8%,75.0%,21.4%
2021-09-12,ENCE,13 - 19,40.6%,84.6%,15.8%
2021-09-12,Vitality,25 - 19,56.8%,80.0%,42.1%
2021-09-12,Endpoint,13 - 9,59.1%,46.2%,0.0%
2021-09-12,Complexity,15 - 17,46.9%,80.0%,29.4%
2021-09-12,Fiend,7 - 17,29.2%,71.4%,35.3%
2021-09-12,AGO,20 - 26,43.5%,85.0%,38.5%
2021-09-12,BIG,12 - 16,42.9%,75.0%,37.5%
2021-09-12,FURIA,12 - 8,60.0%,66.7%,37.5%
2021-09-12,Sinners,19 - 17,52.8%,73.7%,11.8%
2021-09-12,FaZe,17 - 13,56.7%,82.4%,23.1%
2021-09-12,1WIN,17 - 11,60.7%,70.6%,36.4%
2021-09-12,NIP,16 - 14,53.3%,93.8%,21.4%
2021-09-12,fnatic,15 - 13,53.6%,66.7%,30.8%
2021-09-12,K23,13 - 15,46.4%,76.9%,13.3%
2021-09-12,Spirit,15 - 17,46.9%,66.7%,23.5%
2021-09-12,G2,10 - 16,38.5%,70.0%,25.0%
2021-09-12,Evil Geniuses,8 - 14,36.4%,62.5%,7.1%
2021-09-11,Natus Vincere,16 - 14,53.3%,81.2%,42.9%
2021-09-11,Gambit,11 - 11,50.0%,63.6%,18.2%
2021-09-11,OG,21 - 13,61.8%,85.7%,15.4%
2021-09-11,Heroic,14 - 18,43.8%,64.3%,33.3%
2021-09-11,Virtus.pro,20 - 20,50.0%,75.0%,15.0%
2021-09-11,MOUZ,16 - 14,53.3%,68.8%,28.6%
2021-09-11,Liquid,14 - 16,46.7%,57.1%,25.0%
2021-09-11,forZe,16 - 16,50.0%,93.8%,12.5%
2021-09-11,SKADE,31 - 33,48.4%,74.2%,18.2%
2021-09-11,Entropiq,13 - 19,40.6%,84.6%,26.3%
2021-09-11,Vitality,22 - 12,64.7%,77.3%,41.7%
2021-09-11,Copenhagen Flames,20 - 14,58.8%,75.0%,21.4%
2021-09-11,ENCE,13 - 19,40.6%,84.6%,15.8%
2021-09-11,Endpoint,13 - 9,59.1%,46.2%,0.0%
2021-09-11,Complexity,15 - 17,46.9%,80.0%,29.4%
2021-09-11,AGO,20 - 26,43.5%,85.0%,38.5%
2021-09-11,BIG,12 - 16,42.9%,75.0%,37.5%
2021-09-11,FURIA,12 - 8,60.0%,66.7%,37.5%
2021-09-11,FaZe,17 - 13,56.7%,82.4%,23.1%
2021-09-11,Sinners,13 - 17,43.3%,84.6%,11.8%
2021-09-11,1WIN,17 - 11,60.7%,70.6%,36.4%
2021-09-11,NIP,16 - 14,53.3%,93.8%,21.4%
2021-09-11,fnatic,15 - 13,53.6%,66.7%,30.8%
2021-09-11,K23,13 - 15,46.4%,76.9%,13.3%
2021-09-11,Spirit,15 - 17,46.9%,66.7%,23.5%
2021-09-11,G2,10 - 16,38.5%,70.0%,25.0%
2021-09-11,Evil Geniuses,8 - 14,36.4%,62.5%,7.1%
2021-09-10,Natus Vincere,13 - 11,54.2%,76.9%,36.4%
2021-09-10,Heroic,11 - 15,42.3%,72.7%,40.0%
2021-09-10,OG,19 - 11,63.3%,89.5%,18.2%
2021-09-10,Gambit,11 - 11,50.0%,63.6%,18.2%
2021-09-10,Virtus.pro,20 - 20,50.0%,75.0%,15.0%
2021-09-10,MOUZ,16 - 14,53.3%,68.8%,28.6%
2021-09-10,Liquid,14 - 16,46.7%,57.1%,25.0%
2021-09-10,forZe,16 - 16,50.0%,93.8%,12.5%
2021-09-10,SKADE,31 - 33,48.4%,74.2%,18.2%
2021-09-10,Entropiq,13 - 19,40.6%,84.6%,26.3%
2021-09-10,Copenhagen Flames,20 - 14,58.8%,75.0%,21.4%
2021-09-10,ENCE,13 - 19,40.6%,84.6%,15.8%
2021-09-10,Vitality,20 - 10,66.7%,75.0%,40.0%
2021-09-10,Endpoint,13 - 9,59.1%,46.2%,0.0%
2021-09-10,Complexity,15 - 17,46.9%,80.0%,29.4%
2021-09-10,AGO,20 - 26,43.5%,85.0%,38.5%
2021-09-10,BIG,12 - 16,42.9%,75.0%,37.5%
2021-09-10,FURIA,12 - 8,60.0%,66.7%,37.5%
2021-09-10,FaZe,17 - 13,56.7%,82.4%,23.1%
2021-09-10,Sinners,13 - 17,43.3%,84.6%,11.8%
2021-09-10,1WIN,17 - 11,60.7%,70.6%,36.4%
2021-09-10,NIP,16 - 14,53.3%,93.8%,21.4%
2021-09-10,fnatic,15 - 13,53.6%,66.7%,30.8%
2021-09-10,K23,13 - 15,46.4%,76.9%,13.3%
2021-09-10,Spirit,15 - 17,46.9%,66.7%,23.5%
2021-09-10,G2,10 - 16,38.5%,70.0%,25.0%
2021-09-10,Evil Geniuses,8 - 14,36.4%,62.5%,7.1%
2021-09-09,Heroic,9 - 11,45.0%,77.8%,27.3%
2021-09-09,Natus Vincere,9 - 11,45.0%,77.8%,36.4%
2021-09-09,OG,19 - 11,63.3%,89.5%,18.2%
